url,name,online_order,book_table,rate,votes,phone,location,rest_type,approx_cost(for two people),menu_item,listed_in(type),listed_in(city),row_num,address_clean,review_1,review_2,dish_1,dish_2,cuisine_1,cuisine_2,valid_location
https://www.zomato.com/bangalore/cafe-nova-banashankari?context=eyJzZSI6eyJlIjpbIjE4NTI5MDkwIiwiNTYxNjYiLCI2MDkxOSIsIjE4Mzk2NzYwIiwxODU5MzUxOSwiMTg1MDAwMjAiLCIxODg0NDI2MCIsIjU3OTk0IiwiNTUwOTAiLCI1NzQzNSJdLCJ0IjoiQ2FmXHUwMGU5cyBhbmQgRGVsaXMgaW4gQmFuYXNoYW5rYXJpIn19,CAFE NOVA,No,No,3.2/5,11,91897109026,Banashankari,Cafe,600," but only ceiling fans were turned on. Food delivery took 45 mins."""")", ('Rated 5.0'," """"RATED\n  I had pasta minght it was great time with cafe Nova Bangalore",38,"101, Water Tank Road, 2nd Block, 3rd Stage, Banashankari, Bangalore",Rated 1.0, RATED  No vetilatio. Smokers sit i a eclosed seatig area ad smoke for hours. Iside sittig area is sealed like its for AC,,,Cafe, Bakery,True
https://www.zomato.com/bangalore/coffee-tindi-banashankari-bangalore?context=eyJzZSI6eyJlIjpbIjU2MTY2IiwiNjA5MTkiLCIxODM5Njc2MCIsIjE4NTkzNTE5IiwxODUwMDAyMCwiMTg4NDQyNjAiLCI1Nzk5NCIsIjU1MDkwIiwiNTc0MzUiXSwidCI6IkNhZlx1MDBlOXMgYW5kIERlbGlzIGluIEJhbmFzaGFua2FyaSJ9fQ==,Coffee Tindi,Yes,No,3.8/5,75,91994575804,Banashankari,"Cafe, Quick Bites",200, ('Rated 5.0', 'RATED\n  on time delivery'), ('Rated 5.0',39,"27th Cross Rd, Banashankari Stage II, Banashankari, Bangalore",Rated 5.0, RATED  please provide some extra sambal the quatity was very less),,,Cafe, South Indian,True
https://www.zomato.com/bangalore/sea-green-cafe-1-banashankari-bangalore?context=eyJzZSI6eyJlIjpbIjYwOTE5IiwiMTgzOTY3NjAiLCIxODU5MzUxOSIsIjE4NTAwMDIwIiwxODg0NDI2MCwiNTc5OTQiLCI1NTA5MCIsIjU3NDM1Il0sInQiOiJDYWZcdTAwZTlzIGFuZCBEZWxpcyBpbiBCYW5hc2hhbmthcmkifX0=,Sea Green Cafe,No,No,3.3/5,4,919008628448,Banashankari,Cafe,500,[],Cafes,Banashankari,40,"1036, Srinidhi Plaza, 3rd floor, Above Nilgiris, Stage 2, Banashankari, Bangalore",Rated 5.0, RATED  Newly opeed cafe ear KIMS Medical College.Spacious ad pleasat ambiace.Must try Chicke Pakoda ad Crispy Fried Chicke.Sheesha happy hours offers are good ad affordable.),,,Cafe, Fast Food,True
https://www.zomato/bangalore/cuppa-1-banashankari?context=eyJzZSI6eyJlIjpbIjE4Mzk2NzYwIiwiMTg1OTM1MTkiLCIxODUwMDAyMCIsIjE4ODQ0MjYwIiw1Nzk5NCwiNTUwOTAiLCI1NzQzNSJdLCJ0IjoiQ2FmXHUwMGU5cyBhbmQgRGVsaXMgaW4gQmFuYXNoYW5rYXJpIn19,Cuppa,No,No,3.3/5,23,919591111123,Banashankari,Cafe,550, corn spinach sandwich and mango smoothie.\nKappa is not very expensive as compared to it's competitors.\nService was good. However," they had burnt our sandwich. But replaced it immediately without any argument."""")", ('Rated 5.0',41,"940, Shantha Complex, 20th Main, 2nd Stage, Banashankari, Bangalore",Rated 1.5, RATED  This place was good to hagout whe it was ew. Now it has othig to it more tha a buch of regulars smokig their lugs out ad some oisy college studets playig pool.Beware of the roaches here.Coclusio is,,,Cafe, Fast Food,True
https://www.zomato.com/bangalore/redberrys-basavanagudi?context=eyJzZSI6eyJlIjpbIjE4NTAwMDIwIiwiMTg4NDQyNjAiLCI1Nzk5NCIsIjU1MDkwIiw1NzQzNV0sInQiOiJDYWZcdTAwZTlzIGFuZCBEZWxpcyBpbiBCYW5hc2hhbmthcmkifX0=,Redberrys,Yes,No,4.0/5,219,91914842125,Basavanagudi,Cafe,600, ('Rated 4.0', 'RATED\n  ItÃ\x83Ã\x83Ã\x82Ã\x82Ã\x83Ã\x82Ã\x82Ã\x92s a place for having Gelato, not Ice creams!!! They have quite good variety of fresh gelatos. They are known for gelatos,44,"30, Surveyor Street, DVG Road, Basavanagudi, Bangalore",Rated 4.0, RATED  Redberrys will provideswoderful ice cream flavours ad some tasty delights to fill up your tummy with the italia touch friedly staffs quick respose towards the customer food i redberrys were good ad tasty we loved the pizzas that they serve ice place to hagout with frieds oe of the best place to jump i),Pizza, Fries,Cafe, Italian,True
https://www.zomato/bangalore/foodiction-1-banashankari?context=eyJzZSI6eyJlIjpbNTc2MDEsIjE4NTUxNzA3IiwiMTg0NTc2MDYiLCI1OTA4NiIsIjE4MzU5OTE4IiwiMTg2MTgzNDMiLCI1NzMyNSIsIjU1Mzk3IiwiMTg1NjMwOTciLCI1Njg4MyIsIjE4MzA3ODA2Il0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCYW5hc2hhbmthcmkifX0=,Foodiction,Yes,No,2.8/5,506,91991610707,Banashankari,Quick Bites,500," Veg Manchurian worth ?130 doesn't even fill a tiny cup size. DO NOT order food fro. this place is a rip off with no regard for the money they charge.\nWorst restaurant even for zomato."""")", ('Rated 1.0'," """"RATED\n  I'm very sorry to say that you people lack in hygiene I can upload the photo of biryani rice which I ordered just now having a small cockroach in it.it was really disgusting and I'll surely not order anything or recommend anything from your restaurant but please maintain hygiene for the customer who comes to you .I won't say anything about taste as the portion what I ate was good but I became completely disappointed when I saw a dead baby cockroach."""")",45,"2/1, 7th Main, Dwarakangar, Hosakeregalli, Banashankari, Bangalore",Rated 1.0, RATED  Worst restaurat ever ,Burgers, Lassi,North Indian, Fast Food,True
https://www.zomato.com/bangalore/sweet-truth-banashankari?context=eyJzZSI6eyJlIjpbIjU3NjAxIiwxODU1MTcwNywiMTg0NTc2MDYiLCI1OTA4NiIsIjE4MzU5OTE4IiwiMTg2MTgzNDMiLCI1NzMyNSIsIjU1Mzk3IiwiMTg1NjMwOTciLCI1Njg4MyIsIjE4MzA3ODA2IiwiNTg2MzYiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==,Sweet Truth,Yes,No,3.9/5,35,917710055553,Banashankari,Delivery,500,"['Chocolate Fantasy (Pack Of 5)', 'Pan Cake (Pack Of 6)', 'Gulab Jamun (Pack Of 10)', 'Gulkand Shot (Pack Of 5)', 'Chocolate Decadence (Pack of 2)', 'CheeseCake (Pack Of 2)', 'Red Velvet Slice Cake (Pack of 2)', 'Red Velvet Slice Cake & Cheese Cake (Pack of 2)', 'Red Velvet Slice Cake & Chocolate Decadence Cake (Pack of 2)', 'Hazelnut Brownie (Pack of 2)', 'Moments', 'Red Velvet Cake With Butter Cream Frosting (750 Gm)', 'Red Velvet Slice Cake (Pack of 2)', 'Red Velvet Slice Cake & Cheese Cake (Pack of 2)', 'Red Velvet Slice Cake & Chocolate Decadence Cake (Pack of 2)', 'Red Velvet Slice Cake (Pack of 1)', 'Valentine Red Velvet Jar', 'Valentine Chocolate Jar', 'Valentines Jar Combo', 'Pink Guava 500 ML', 'Oreo Vanilla 500 ML', 'Cookie Crumble 500 ML', 'Chocolate Fantasy', 'Gulkand-E-Bahar', 'Pan Cake', 'Hazelnut Brownie (Pack Of 1)', 'Gulab Jamun (Pack Of 2)', 'Plum Cake', 'Red Velvet Cake With Butter Cream Frosting (750 Gm)', 'Chocolate Mud Cake (700 Gms)', 'CheeseCake (Pack of 1)', 'Chocolate Decadence (Pack of 1)', 'Red Velvet Slice Cake (Pack of 1)']",Delivery,Banashankari,46,"101 Ground Floor, Manjunatha Complex, 22nd Main Road, Banashankari, Bangalore",Rated 4.0, RATED  I had the opportuity to try the desserts ad I was very itrigued! I tasted the desserts ad my favourite has to be the cheesecake ! Would defiitely recommed the desserts for the quality ad taste.),,,Bakery, Desserts,True
https://www.zomato.com/bangalore/ovenstory-pizza-banashankari?context=eyJzZSI6eyJlIjpbIjU3NjAxIiwiMTg1NTE3MDciLDE4NDU3NjA2LCI1OTA4NiIsIjE4MzU5OTE4IiwiMTg2MTgzNDMiLCI1NzMyNSIsIjU1Mzk3IiwiMTg1NjMwOTciLCI1Njg4MyIsIjE4MzA3ODA2IiwiNTg2MzYiLCI1MzYwMSJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQmFuYXNoYW5rYXJpIn19,Ovenstory Pizza,Yes,No,3.9/5,172,91773838300,Banashankari,Delivery,750, ('Rated 5.0'," """"RATED\n  Ovenstory Pizza\nSo new pizza place in the town people and it just doesn't give pizzas but a lot more.\nSo I went there and ordered:\n\n? Middle Eastern Supreme Pizza\n? Garlic Bread with Mac and Cheese\n\nI just loved the package presentation", very well done.\nThe pizza was really cheesy,47,"101, Ground Floor, Manjunatha Complex, 22nd Main Road, 2nd Stage, Banashankari, Bangalore",Rated 4.0, RATED  Stumbled upo this o Zomato while checkig for home delivery optios. Yummy pizza- ordered a cor veggie delight pizza. Crust was good,Paneer Tikka, Garlic Bread,Pizza,,True
https://www.zomato.com/bangalore/faasos-banashankari?context=eyJzZSI6eyJlIjpbIjU3NjAxIiwiMTg1NTE3MDciLCIxODQ1NzYwNiIsNTkwODYsIjE4MzU5OTE4IiwiMTg2MTgzNDMiLCI1NzMyNSIsIjU1Mzk3IiwiMTg1NjMwOTciLCI1Njg4MyIsIjE4MzA3ODA2IiwiNTg2MzYiLCI1MzYwMSIsIjE4NTY1Njc5Il0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCYW5hc2hhbmthcmkifX0=,Faasos,Yes,No,4.2/5,415,917700020020,Banashankari,Quick Bites,500, ('Rated 4.0'," 'RATED\n  Faasos is one of my favorite food joint. And they are excellent in delivering their things on time. They have a vast menu to dig in and almost all the dishes they serve is made to please your taste buds.\nNow lets talk about the Wraps that I had so the first wrap that I had was\n""""Jumbo Chicken Wrap""""- it tasted really good"," it was pretty balanced in flavor and thay also provide with their signature spice to add a hot kick to your dish.\n\nThe Second wrap that I had was """"Cheese Melt Chicken Wrap""""- this is a new wrap in their menu for all the cheese lovers out their but according to me the amount of cheese that they put in should be made less because more of cheese makes the dish very salty and it does suppress the flavors of the toppings.\n\nOverall my experience was good and you guys should order your favorite dishes as the prices are really nominal.')",48,"80, BDA Complex, 2nd Stage, Banashankari, Bangalore",Rated 3.0, RATED  Not worth for the moey we pay ad ambiece is ot that good eough ad service is tooo slow ? with they could improve with that ?????ad try the rolls i here),Rolls, Veggie Wrap,North Indian, Biryani,True
https://www.zomato.com/bangalore/fast-and-fresh-1-banashankari?context=eyJzZSI6eyJlIjpbIjE4NTUxNzA3IiwiMTg0NTc2MDYiLCI1OTA4NiIsIjE4MzU5OTE4IiwxODYxODM0MywiNTczMjUiLCI1NTM5NyIsIjE4NTYzMDk3IiwiNTY4ODMiLCIxODMwNzgwNiIsIjU4NjM2IiwiNTM2MDEiLCIxODU2NTY3OSIsIjE4NTU5ODk3IiwiMTg2OTcyMTEiLCI1MjI1NSIsIjUxMzQ4IiwiMTgzNzEyNzIiLCIxODc4MjIwOSIsIjE4Nzg3ODgzIiwiMTgwODk2ODIiLCIxODUyMTkxMiIsIjU2MDk4IiwiMTgwODk2OTMiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==,Fast And Fresh,Yes,No,2.8/5,91,91974297423,Banashankari,Quick Bites,400, ('Rated 2.0'," """"RATED\n  Biriyani is actually not good ND drink is not even cool it's so hot. it's not reasonable for wt I got review from my friend"""")", ('Rated 1.0',51,"32, 7th Main Road, Dwaraka Nagar,Near PES College, Banashankari, Bangalore",Rated 1.0, RATED  Half baked rice i a special meal. Half baked roti oly paeer curry was good. Serve the order with good quality or stop servig food i late ights or mid ight),,,North Indian, Chinese,True
https://www.zomato.com/bangalore/empire-restaurant-jayanagar?context=eyJzZSI6eyJlIjpbIjU5MDg2IiwiMTgzNTk5MTgiLCIxODYxODM0MyIsIjU3MzI1Iiw1NTM5NywiMTg1NjMwOTciLCI1Njg4MyIsIjE4MzA3ODA2IiwiNTg2MzYiLCI1MzYwMSIsIjE4NTY1Njc5IiwiMTg1NTk4OTciLCIxODY5NzIxMSIsIjUyMjU1IiwiNTEzNDgiLCIxODM3MTI3MiIsIjE4NzgyMjA5IiwiMTg3ODc4ODMiLCIxODA4OTY4MiIsIjE4NTIxOTEyIiwiNTYwOTgiLCIxODA4OTY5MyJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQmFuYXNoYW5rYXJpIn19,Empire Restaurant,Yes,No,4.4/5,4884,0804965326,Jayanagar,Casual Dining,750, this would be our last option. However, when the rest of Bangalore is closed, this place always takes care of hunger.\nAfter party,54,"4, Opposite NMKRV College, 21st C Cross Road, 3rd Block, Jayanagar, Bangalore",Rated 3.0, RATED  Grill ad tadoori is a all timer goto,Chicken Tikka Masala, Mutton Keema Dosa,North Indian, Mughlai,True
https://www.zomato.com/bangalore/maruthi-davangere-benne-dosa-banashankari-bangalore?context=eyJzZSI6eyJlIjpbIjE4MzU5OTE4IiwiMTg2MTgzNDMiLCI1NzMyNSIsIjU1Mzk3IiwxODU2MzA5NywiNTY4ODMiLCIxODMwNzgwNiIsIjU4NjM2IiwiNTM2MDEiLCIxODU2NTY3OSIsIjE4NTU5ODk3IiwiMTg2OTcyMTEiLCI1MjI1NSIsIjUxMzQ4IiwiMTgzNzEyNzIiLCIxODc4MjIwOSIsIjE4Nzg3ODgzIiwiMTgwODk2ODIiLCIxODUyMTkxMiIsIjU2MDk4IiwiMTgwODk2OTMiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==,Maruthi Davangere Benne Dosa,Yes,No,4.0/5,17,919019563485,Banashankari,Quick Bites,150, period! I first tried out the benne masala dosa and was stumped by the inherent taste of the dosa that I didn't require any chutney along with it. Benne kaali is another must try out. It's extremely crispy and light.\n\nEven the tea of this restaurant had a very unique taste," that I forced myself to limit to a cup. :-)\n\nHighly recommend this restaurant."""")]""","['Benne Dosa', 'Benne Masala Dosa', 'Benne Kali Dosa', 'Open Dosa', 'Benne Set Dosa', 'Benne Dosa', 'Benne Masala Dosa', 'Benne Kali Dosa', 'Open Dosa', 'Benne Set Dosa', 'Set Dosa', 'Khara Pongal']",55,"556/A, Water Tank Road, 3rd Stage, Banashankari, Bangalore",Rated 5.0, RATED  This restaurat serves the best bee dosas,,,South Indian,,True
